country,admin_level_1,admin_level_2,facility,date,tested_cases,confirmed_cases,total_population,rf,tpr
Sample country,province_1,district_1_05,healthfac_1_05_04,2017-08-01,502,376,415615,147.968460083008,0.749003984063745
Sample country,province_1,district_1_05,healthfac_1_05_04,2017-09-01,731,486,415615,93.3848056793213,0.66484268125855
Sample country,province_1,district_1_05,healthfac_1_05_04,2017-10-01,905,538,415615,55.7282752990723,0.594475138121547
Sample country,province_1,district_1_05,healthfac_1_05_04,2017-11-01,1493,904,415615,60.1397876739502,0.6054922973878097
Sample country,province_1,district_1_05,healthfac_1_05_04,2017-12-01,588,402,415615,216.155452728271,0.6836734693877551
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-01-01,662,507,424436,334.103446960449,0.7658610271903323
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-02-01,836,577,424436,283.079872131348,0.6901913875598086
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-03-01,1226,751,424436,266.769218444824,0.6125611745513866
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-04-01,1463,1091,424436,97.9476528167725,0.745727956254272
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-05-01,585,521,424436,132.460830688477,0.8905982905982905
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-06-01,269,252,424436,92.7132244110107,0.9368029739776952
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-07-01,474,327,424436,104.651323318481,0.689873417721519
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-08-01,635,423,424436,122.655174255371,0.6661417322834645
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-09-01,888,698,424436,48.4719972610474,0.786036036036036
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-10-01,959,559,424436,16.6825902462006,0.5828988529718456
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-11-01,805,566,424436,71.832145690918,0.7031055900621118
Sample country,province_1,district_1_05,healthfac_1_05_04,2018-12-01,620,614,424436,215.51794052124,0.9903225806451613
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-01-01,488,291,433443,323.527381896973,0.5963114754098361
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-02-01,719,502,433443,184.148796081543,0.6981919332406119
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-03-01,803,625,433443,174.730983734131,0.7783312577833126
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-04-01,879,829,433443,141.836284637451,0.9431171786120591
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-05-01,933,633,433443,160.001247406006,0.6784565916398714
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-06-01,504,460,433443,243.264080047607,0.9126984126984127
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-07-01,649,218,433443,179.952110290527,0.3359013867488444
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-08-01,335,209,433443,182.344253540039,0.6238805970149254
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-09-01,958,631,433443,83.6005840301514,0.6586638830897703
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-10-01,657,614,433443,13.3619965612888,0.9345509893455098
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-11-01,1475,794,433443,13.1887698173523,0.5383050847457627
Sample country,province_1,district_1_05,healthfac_1_05_04,2019-12-01,824,695,433443,167.012382507324,0.8434466019417476
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-01-01,313,285,297576,274.096956041124,0.9105431309904153
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-02-01,651,246,297576,400.784511990017,0.3778801843317972
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-03-01,909,605,297576,183.725140041775,0.6655665566556656
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-04-01,1324,754,297576,185.32448832194,0.5694864048338368
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-05-01,730,592,297576,201.817347208659,0.810958904109589
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-06-01,548,320,297576,331.597442626953,0.583941605839416
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-07-01,446,311,297576,170.252696567112,0.6973094170403588
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-08-01,604,426,297576,305.496946546766,0.7052980132450332
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-09-01,781,510,297576,60.7071240743001,0.6530089628681178
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-10-01,989,810,297576,60.4694680107964,0.8190091001011123
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-11-01,1262,717,297576,119.92145453559,0.5681458003169572
Sample country,province_1,district_1_05,healthfac_1_05_05,2015-12-01,657,583,297576,233.286414252387,0.8873668188736682
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-01-01,655,371,303891,405.687018500434,0.566412213740458
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-02-01,542,347,303891,364.558532714844,0.6402214022140221
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-03-01,732,591,303891,285.814800686306,0.8073770491803278
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-04-01,494,427,303891,309.639689127604,0.8643724696356275
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-05-01,804,552,303891,84.3510593838162,0.6865671641791045
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-06-01,586,289,303891,238.613588121202,0.4931740614334471
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-07-01,482,339,303891,226.042858547635,0.7033195020746889
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-08-01,435,338,303891,127.258666992188,0.7770114942528735
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-09-01,847,629,303891,118.312765333388,0.7426210153482881
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-10-01,945,814,303891,71.1140653822157,0.86137566137566135
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-11-01,747,732,303891,161.946139865451,0.9799196787148594
Sample country,province_1,district_1_05,healthfac_1_05_05,2016-12-01,575,445,303891,208.993236965603,0.7739130434782608
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-01-01,680,617,310341,184.450103759766,0.9073529411764706
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-02-01,869,528,310341,310.261272854275,0.6075949367088608
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-03-01,515,498,310341,46.3843205769857,0.9669902912621359
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-04-01,624,553,310341,109.563479953342,0.8862179487179487
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-05-01,494,422,310341,131.693352593316,0.854251012145749
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-06-01,412,174,310341,117.613390604655,0.4223300970873786
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-07-01,668,263,310341,122.586724175347,0.3937125748502994
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-08-01,1000,509,310341,133.031506008572,0.509
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-09-01,612,529,310341,76.5646171569824,0.8643790849673203
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-10-01,823,696,310341,45.4723798963759,0.8456865127582017
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-11-01,739,465,310341,83.5726810031467,0.6292286874154263
Sample country,province_1,district_1_05,healthfac_1_05_05,2017-12-01,781,548,310341,217.114827473958,0.7016645326504481
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-01-01,563,493,316927,205.43547905816,0.8756660746003553
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-02-01,651,409,316927,236.338506062826,0.6282642089093702
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-03-01,820,587,316927,134.444080776638,0.7158536585365853
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-04-01,964,701,316927,197.007854885525,0.7271784232365145
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-05-01,683,552,316927,73.309440612793,0.808199121522694
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-06-01,625,312,316927,186.008677164714,0.4992
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-07-01,631,265,316927,213.947452121311,0.41996830427892234
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-08-01,942,421,316927,161.754492865668,0.4469214437367304
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-09-01,1036,698,316927,88.7760192023383,0.6737451737451737
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-10-01,843,567,316927,86.6328989664714,0.6725978647686833
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-11-01,655,563,316927,140.308787027995,0.8595419847328244
Sample country,province_1,district_1_05,healthfac_1_05_05,2018-12-01,500,375,316927,177.641043768989,0.75
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-01-01,1074,571,323653,202.644995795356,0.5316573556797021
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-02-01,736,533,323653,426.045786539714,0.7241847826086957
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-03-01,848,732,323653,184.45172797309,0.8632075471698113
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-04-01,1061,723,323653,104.325958251953,0.6814326107445806
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-05-01,984,543,323653,88.402470058865,0.551829268292683
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-06-01,543,82,323653,235.105792575412,0.15101289134438306
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-07-01,372,215,323653,295.823703342014,0.5779569892473119
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-08-01,481,345,323653,229.913536919488,0.7172557172557172
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-09-01,566,537,323653,118.764088948568,0.9487632508833922
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-10-01,900,701,323653,115.237611558702,0.7788888888888889
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-11-01,1048,877,323653,161.972266303168,0.8368320610687023
Sample country,province_1,district_1_05,healthfac_1_05_05,2019-12-01,1232,687,323653,196.412550184462,0.5576298701298701
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-01-01,526,412,564310,204.067570079457,0.7832699619771863
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-02-01,703,365,564310,342.862823486328,0.519203413940256
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-03-01,992,755,564310,127.512886740945,0.7610887096774194
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-04-01,1528,1299,564310,119.029541015625,0.850130890052356
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-05-01,1431,983,564310,184.50339716131,0.686932215234102
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-06-01,728,526,564310,239.793592973189,0.7225274725274725
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-07-01,809,442,564310,118.40890641646,0.546353522867738
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-08-01,1243,923,564310,239.517843073065,0.7425583266291231
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-09-01,1519,968,564310,66.5423500754616,0.6372613561553654
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-10-01,2149,1495,564310,55.414605920965,0.6956724057701257
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-11-01,1349,1141,564310,109.156755620783,0.8458117123795404
Sample country,province_1,district_1_05,healthfac_1_05_06,2015-12-01,1066,714,564310,195.874361905185,0.6697936210131332
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-01-01,966,625,576285,358.866932262074,0.6469979296066253
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-02-01,1137,560,576285,296.001543912021,0.4925241864555849
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-03-01,903,861,576285,280.635328813033,0.9534883720930233
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-04-01,1671,944,576285,264.431830666282,0.5649311789347696
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-05-01,1290,822,576285,27.1985945701599,0.6372093023255814
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-06-01,1069,537,576285,160.997837413441,0.5023386342376053
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-07-01,873,556,576285,247.22042985396,0.6368843069873997
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-08-01,877,688,576285,180.330202969638,0.7844925883694412
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-09-01,1817,1097,576285,104.946841846813,0.6037424325811778
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-10-01,1972,1582,576285,59.8001018870961,0.8022312373225152
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-11-01,1214,1028,576285,164.717475197532,0.8467874794069192
Sample country,province_1,district_1_05,healthfac_1_05_06,2016-12-01,1098,795,576285,148.62580871582,0.7240437158469946
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-01-01,927,878,588515,178.203747836026,0.9471413160733549
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-02-01,1116,740,588515,229.060732754794,0.6630824372759857
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-03-01,1219,784,588515,55.8691721829501,0.6431501230516817
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-04-01,1083,884,588515,49.5470478751443,0.8162511542012927
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-05-01,1126,797,588515,102.09991940585,0.7078152753108348
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-06-01,708,374,588515,86.219391562722,0.5282485875706214
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-07-01,951,485,588515,102.063337152654,0.5099894847528917
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-08-01,892,734,588515,119.219113436612,0.8228699551569507
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-09-01,1201,869,588515,70.3605218367143,0.723563696919234
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-10-01,1491,1218,588515,41.8371803977273,0.8169014084507042
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-11-01,804,747,588515,66.1120678294789,0.9291044776119403
Sample country,province_1,district_1_05,healthfac_1_05_06,2017-12-01,1516,833,588515,177.771953235973,0.5494722955145118
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-01-01,738,576,601005,216.611017400568,0.7804878048780488
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-02-01,888,648,601005,218.038122003729,0.7297297297297297
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-03-01,1465,1106,601005,104.772509488192,0.7549488054607508
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-04-01,1458,1244,601005,115.626738808372,0.8532235939643347
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-05-01,1157,1038,601005,57.8714131441983,0.8971477960242005
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-06-01,796,546,601005,177.852120139382,0.6859296482412061
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-07-01,757,487,601005,153.938773415305,0.6433289299867899
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-08-01,1447,848,601005,123.400755795566,0.5860400829302004
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-09-01,1441,1160,601005,59.6968050870028,0.8049965301873698
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-10-01,1190,1075,601005,63.6467377055775,0.9033613445378151
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-11-01,1564,1029,601005,122.158149025657,0.657928388746803
Sample country,province_1,district_1_05,healthfac_1_05_06,2018-12-01,743,692,601005,147.594312494451,0.9313593539703903
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-01-01,1300,1077,613759,172.688851096413,0.8284615384615385
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-02-01,1273,800,613759,399.382843017578,0.6284367635506677
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-03-01,1373,1191,613759,157.186897971413,0.8674435542607429
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-04-01,2157,1304,613759,76.8040223555131,0.6045433472415391
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-05-01,1467,821,613759,66.7323930913752,0.5596455351056578
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-06-01,467,185,613759,150.702065207741,0.3961456102783726
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-07-01,863,447,613759,267.622883189808,0.5179606025492468
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-08-01,730,595,613759,199.58063992587,0.815068493150685
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-09-01,1140,915,613759,101.29482720115,0.8026315789473685
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-10-01,1542,1146,613759,83.2101062427868,0.7431906614785992
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-11-01,1259,1201,613759,186.780047329989,0.9539316918189039
Sample country,province_1,district_1_05,healthfac_1_05_06,2019-12-01,1368,1023,613759,196.380468195135,0.7478070175438597
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-01-01,756,396,543832,185.030385335286,0.5238095238095238
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-02-01,797,339,543832,323.445756700304,0.42534504391468003
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-03-01,1152,827,543832,112.795543246799,0.7178819444444444
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-04-01,1645,900,543832,138.062234666612,0.547112462006079
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-05-01,841,527,543832,199.676635742188,0.6266349583828775
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-06-01,617,290,543832,238.419969346788,0.4700162074554295
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-07-01,306,236,543832,91.2466252644857,0.7712418300653595
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-08-01,584,532,543832,280.561655680339,0.910958904109589
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-09-01,1165,757,543832,44.8508711920844,0.6497854077253219
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-10-01,1498,1347,543832,41.9928910997179,0.8991989319092123
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-11-01,1831,1228,543832,90.4895935058594,0.6706717640633534
Sample country,province_1,district_1_05,healthfac_1_05_07,2015-12-01,723,707,543832,145.21615685357,0.9778699861687413
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-01-01,1224,708,555374,298.844041612413,0.5784313725490197
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-02-01,647,387,555374,267.080076429579,0.598145285935085
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-03-01,1119,853,555374,146.955048455132,0.7622877569258266
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-04-01,655,649,555374,235.598759969076,0.9908396946564886
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-05-01,937,672,555374,77.3075451321072,0.7171824973319103
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-06-01,462,322,555374,168.748204549154,0.696969696969697
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-07-01,555,377,555374,159.686801486545,0.6792792792792792
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-08-01,878,434,555374,99.7051984998915,0.49430523917995445
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-09-01,976,802,555374,74.4243927001953,0.8217213114754098
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-10-01,1672,1398,555374,40.9080253177219,0.8361244019138756
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-11-01,1165,926,555374,112.49491458469,0.7948497854077253
Sample country,province_1,district_1_05,healthfac_1_05_07,2016-12-01,1002,657,555374,152.999359130859,0.655688622754491
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-01-01,1312,1073,567160,144.999423556858,0.8178353658536586
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-02-01,981,768,567160,215.851903279622,0.7828746177370031
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-03-01,836,754,567160,49.7939601474338,0.9019138755980861
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-04-01,843,767,567160,84.8035405476888,0.9098457888493475
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-05-01,1189,592,567160,103.853399488661,0.4978973927670311
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-06-01,437,240,567160,84.4484193589952,0.5491990846681922
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-07-01,763,334,567160,83.8106096055773,0.43774574049803405
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-08-01,929,559,567160,108.805708143446,0.6017222820236814
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-09-01,1270,738,567160,39.3101887173123,0.5811023622047244
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-10-01,1629,1104,567160,21.5671469370524,0.6777163904235728
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-11-01,885,611,567160,53.8547498914931,0.6903954802259887
Sample country,province_1,district_1_05,healthfac_1_05_07,2017-12-01,1077,714,567160,136.087692260742,0.6629526462395543
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-01-01,954,706,579196,169.872209337023,0.740041928721174
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-02-01,949,593,579196,190.861139933268,0.624868282402529
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-03-01,964,836,579196,84.1485053168403,0.8672199170124482
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-04-01,1176,1051,579196,130.154309590658,0.8937074829931972
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-05-01,1147,766,579196,51.9471054077148,0.6678291194420227
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-06-01,831,388,579196,186.80234781901,0.46690734055354993
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-07-01,708,331,579196,156.486769782172,0.4675141242937853
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-08-01,812,579,579196,82.1600532531738,0.7130541871921182
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-09-01,1649,998,579196,46.3307249281142,0.6052152819890843
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-10-01,1221,893,579196,30.1838853624132,0.7313677313677314
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-11-01,1359,804,579196,77.9485092163086,0.5916114790286976
Sample country,province_1,district_1_05,healthfac_1_05_07,2018-12-01,649,489,579196,120.369859483507,0.7534668721109399
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-01-01,1297,1000,591488,128.282085842556,0.7710100231303006
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-02-01,891,808,591488,396.608422173394,0.9068462401795735
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-03-01,1382,1198,591488,166.04303656684,0.8668596237337193
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-04-01,1328,1054,591488,76.6703906589084,0.7936746987951807
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-05-01,957,855,591488,63.7650820414225,0.8934169278996865
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-06-01,173,101,591488,172.907758076986,0.5838150289017341
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-07-01,489,281,591488,189.190453423394,0.5746421267893661
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-08-01,658,466,591488,105.845656077067,0.7082066869300911
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-09-01,834,735,591488,52.9079971313477,0.8812949640287769
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-10-01,1086,849,591488,40.9130793677436,0.7817679558011049
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-11-01,1570,1193,591488,107.022428724501,0.7598726114649682
Sample country,province_1,district_1_05,healthfac_1_05_07,2019-12-01,1127,995,591488,157.267189873589,0.8828748890860693
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-01-01,828,462,458574,208.359668731689,0.5579710144927537
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-02-01,601,362,458574,390.234771728516,0.6023294509151415
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-03-01,1311,972,458574,121.217397689819,0.7414187643020596
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-04-01,1470,898,458574,169.79496383667,0.6108843537414966
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-05-01,583,498,458574,177.56485748291,0.8542024013722127
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-06-01,613,339,458574,275.687049865723,0.5530179445350734
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-07-01,489,309,458574,129.89714050293,0.6319018404907976
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-08-01,638,517,458574,315.213577270508,0.8103448275862069
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-09-01,871,678,458574,53.536904335022,0.7784156142365097
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-10-01,1217,1150,458574,49.0248022079468,0.9449465899753492
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-11-01,1676,1167,458574,98.903377532959,0.6963007159904535
Sample country,province_1,district_1_05,healthfac_1_05_08,2015-12-01,1240,739,458574,175.797168731689,0.5959677419354839
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-01-01,685,643,468306,353.209854125977,0.9386861313868613
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-02-01,698,438,468306,331.02734375,0.6275071633237822
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-03-01,1123,867,468306,186.941951751709,0.7720391807658059
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-04-01,666,517,468306,286.848129272461,0.7762762762762763
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-05-01,1147,812,468306,84.8213768005371,0.7079337401918047
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-06-01,458,388,468306,222.526660919189,0.8471615720524017
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-07-01,513,402,468306,178.206172943115,0.783625730994152
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-08-01,848,453,468306,110.241088867188,0.5341981132075472
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-09-01,1328,754,468306,85.1840877532959,0.5677710843373494
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-10-01,1282,1122,468306,62.3231716156006,0.875195007800312
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-11-01,1112,923,468306,140.4475440979,0.8300359712230215
Sample country,province_1,district_1_05,healthfac_1_05_08,2016-12-01,979,554,468306,190.070030212402,0.5658835546475995
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-01-01,1371,989,478244,177.017490386963,0.7213712618526623
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-02-01,794,783,478244,278.099445343018,0.9861460957178841
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-03-01,1393,810,478244,55.4964838027954,0.5814788226848528
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-04-01,1237,759,478244,108.66463470459,0.6135812449474535
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-05-01,713,528,478244,138.028377532959,0.7405329593267882
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-06-01,376,219,478244,97.2524662017822,0.5824468085106383
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-07-01,518,326,478244,96.7305736541748,0.6293436293436293
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-08-01,1073,628,478244,119.483215332031,0.5852749301025163
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-09-01,810,730,478244,68.3962593078613,0.9012345679012346
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-10-01,1448,982,478244,30.5422859191895,0.6781767955801105
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-11-01,1115,615,478244,59.7254028320312,0.5515695067264574
Sample country,province_1,district_1_05,healthfac_1_05_08,2017-12-01,1031,789,478244,173.45796585083,0.7652764306498545
Sample country,province_1,district_1_05,healthfac_1_05_08,2018-01-01,1180,664,488394,183.430713653564,0.5627118644067797
